행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
계산4동,2824561400,한식/백반/한정식,93,커피전문점/카페/다방,57,부동산중개,44
작전1동,2824562100,여성미용실,49,부동산중개,39,한식/백반/한정식,27
작전2동,2824562200,한식/백반/한정식,59,여성미용실,50,커피전문점/카페/다방,48
작전서운동,2824564000,한식/백반/한정식,57,여성미용실,55,커피전문점/카페/다방,45
계양1동,2824571000,한식/백반/한정식,53,여성미용실,29,커피전문점/카페/다방,26
계양2동,2824572000,여성미용실,76,한식/백반/한정식,62,부동산중개,52
계양3동,2824573000,여성미용실,30,한식/백반/한정식,27,커피전문점/카페/다방,25
검암경서동,2826051500,한식/백반/한정식,116,여성미용실,115,부동산중개,108
연희동,2826053000,여성미용실,153,한식/백반/한정식,146,부동산중개,117
청라1동,2826053600,커피전문점/카페/다방,64,부동산중개,43,비만/피부관리,25
청라2동,2826053700,커피전문점/카페/다방,71,부동산중개,71,학원-기타,30
청라3동,2826053900,커피전문점/카페/다방,42,부동산중개,28,사업경영상담,16
가정1동,2826054200,한식/백반/한정식,86,커피전문점/카페/다방,74,여성미용실,58
가정2동,2826054300,여성미용실,6,피아노/바이올린/기타,4,수퍼마켓,3
가정3동,2826054400,여성미용실,16,수퍼마켓,6,학원(종합),5
석남1동,2826055000,여성미용실,91,한식/백반/한정식,72,커피전문점/카페/다방,56
석남2동,2826056000,한식/백반/한정식,79,여성미용실,55,커피전문점/카페/다방,53
석남3동,2826056100,여성미용실,38,부동산중개,19,한식/백반/한정식,15
신현원창동,2826057500,한식/백반/한정식,89,여성미용실,70,커피전문점/카페/다방,65
가좌1동,2826058000,한식/백반/한정식,87,자동차정비/카센타,58,일반가구소매,57
가좌2동,2826059000,여성미용실,38,부동산중개,30,커피전문점/카페/다방,17
가좌3동,2826060000,여성미용실,45,부동산중개,39,한식/백반/한정식,39
가좌4동,2826061000,육류소매,36,한식/백반/한정식,32,부동산중개,30
검단동,2826068000,한식/백반/한정식,62,여성미용실,56,부동산중개,39
불로대곡동,2826069000,한식/백반/한정식,43,여성미용실,23,부동산중개,21
원당동,2826070000,부동산중개,55,여성미용실,53,한식/백반/한정식,46
당하동,2826071000,한식/백반/한정식,45,여성미용실,29,부동산중개,26
오류왕길동,2826072000,한식/백반/한정식,88,부동산중개,66,자동차정비/카센타,52
마전동,2826073000,한식/백반/한정식,43,여성미용실,36,부동산중개,23
아라동,2826074000,부동산중개,64,학원-외국어/어학,17,학원-기타,15
강화읍,2871025000,한식/백반/한정식,169,커피전문점/카페/다방,73,부동산중개,69
선원면,2871031000,한식/백반/한정식,45,커피전문점/카페/다방,27,자동차정비/카센타,18
불은면,2871032000,한식/백반/한정식,25,커피전문점/카페/다방,18,부동산중개,18
길상면,2871033000,한식/백반/한정식,124,커피전문점/카페/다방,67,부동산중개,52
화도면,2871034000,한식/백반/한정식,78,캠프/별장/펜션,78,커피전문점/카페/다방,48
양도면,2871035000,한식/백반/한정식,28,청과물소매,9,커피전문점/카페/다방,7
내가면,2871036000,한식/백반/한정식,41,횟집,18,캠프/별장/펜션,16
하점면,2871037000,한식/백반/한정식,41,커피전문점/카페/다방,8,부동산중개,8
양사면,2871038000,한식/백반/한정식,6,커피전문점/카페/다방,5,부동산중개,2
송해면,2871039000,한식/백반/한정식,19,편의점,6,캠프/별장/펜션,5
교동면,2871040000,한식/백반/한정식,39,커피전문점/카페/다방,16,방앗간/정미소,5
삼산면,2871041000,한식/백반/한정식,48,횟집,20,캠프/별장/펜션,17
서도면,2871042000,한식/백반/한정식,5,민박/하숙,4,모텔/여관/여인숙,1
북도면,2872031000,한식/백반/한정식,29,민박/하숙,23,캠프/별장/펜션,23
백령면,2872033000,한식/백반/한정식,50,횟집,22,모텔/여관/여인숙,20
대청면,2872034000,한식/백반/한정식,7,캠프/별장/펜션,6,건강원,5
덕적면,2872035000,민박/하숙,25,한식/백반/한정식,24,캠프/별장/펜션,11
영흥면,2872036000,한식/백반/한정식,93,캠프/별장/펜션,82,모텔/여관/여인숙,64
자월면,2872037000,한식/백반/한정식,26,민박/하숙,17,캠프/별장/펜션,12
연평면,2872038000,한식/백반/한정식,28,커피전문점/카페/다방,10,민박/하숙,7
충장동,2911052500,한식/백반/한정식,218,커피전문점/카페/다방,191,일반의류,163
동명동,2911054500,커피전문점/카페/다방,94,한식/백반/한정식,79,학원-입시,28
계림1동,2911056000,한식/백반/한정식,47,부동산중개,30,커피전문점/카페/다방,24
계림2동,2911057000,부동산중개,26,한식/백반/한정식,19,여성미용실,17
산수1동,2911059000,한식/백반/한정식,65,여성미용실,20,커피전문점/카페/다방,20
산수2동,2911060000,여성미용실,27,한식/백반/한정식,24,커피전문점/카페/다방,12
지산1동,2911062000,한식/백반/한정식,53,커피전문점/카페/다방,31,여성미용실,26
지산2동,2911063000,한식/백반/한정식,30,커피전문점/카페/다방,23,부동산중개,14
서남동,2911065500,한식/백반/한정식,88,인쇄종합,64,커피전문점/카페/다방,61
학동,2911068500,한식/백반/한정식,57,수산물소매,56,청과물소매,31
학운동,2911071000,한식/백반/한정식,64,여성미용실,37,커피전문점/카페/다방,29
지원1동,2911073000,한식/백반/한정식,25,여성미용실,19,부동산중개,13
지원2동,2911074000,한식/백반/한정식,24,커피전문점/카페/다방,22,여성미용실,14
양동,2914057500,수산물소매,87,종합소매,79,양품점,66
양3동,2914059000,유리/페인트/철물건축자재,3,부동산중개,3,여성미용실,3
농성1동,2914065000,한식/백반/한정식,21,여성미용실,15,부동산중개,15
농성2동,2914066000,한식/백반/한정식,49,커피전문점/카페/다방,23,호프/맥주,20
광천동,2914073000,한식/백반/한정식,39,커피전문점/카페/다방,36,캐쥬얼/스포츠의류,33
유덕동,2914074000,부동산중개,23,커피전문점/카페/다방,16,여성미용실,16
치평동,2914074500,부동산중개,148,한식/백반/한정식,131,커피전문점/카페/다방,106
상무1동,2914075100,한식/백반/한정식,165,부동산중개,85,여성미용실,76
상무2동,2914075200,한식/백반/한정식,160,여성미용실,70,커피전문점/카페/다방,59
화정1동,2914076000,한식/백반/한정식,74,여성미용실,40,부동산중개,38
화정2동,2914077000,한식/백반/한정식,43,부동산중개,35,여성미용실,33
화정3동,2914078000,한식/백반/한정식,27,여성미용실,26,커피전문점/카페/다방,21
화정4동,2914079000,한식/백반/한정식,31,여성미용실,30,부동산중개,21
서창동,2914080000,청과물소매,104,부동산중개,67,한식/백반/한정식,48
금호1동,2914082100,한식/백반/한정식,47,여성미용실,42,호프/맥주,35
금호2동,2914082400,부동산중개,50,여성미용실,46,학원-입시,36
풍암동,2914083000,한식/백반/한정식,119,여성미용실,103,커피전문점/카페/다방,70
동천동,2914084000,한식/백반/한정식,24,부동산중개,21,커피전문점/카페/다방,18
양림동,2915551000,커피전문점/카페/다방,54,한식/백반/한정식,39,여성미용실,20
방림1동,2915552000,한식/백반/한정식,19,여성미용실,17,커피전문점/카페/다방,9
방림2동,2915553000,여성미용실,21,부동산중개,13,수퍼마켓,11
봉선1동,2915553700,한식/백반/한정식,54,여성미용실,48,일반의류,31
봉선2동,2915553800,학원-입시,97,여성미용실,65,한식/백반/한정식,65
사직동,2915554500,한식/백반/한정식,23,커피전문점/카페/다방,19,세탁소/빨래방,8
월산동,2915560500,한식/백반/한정식,30,여성미용실,24,부동산중개,14
월산4동,2915563000,한식/백반/한정식,46,커피전문점/카페/다방,20,여성미용실,16
월산5동,2915564000,여성미용실,23,한식/백반/한정식,19,호프/맥주,17
백운1동,2915567000,한식/백반/한정식,29,여성미용실,23,커피전문점/카페/다방,17
백운2동,2915568000,한식/백반/한정식,29,커피전문점/카페/다방,16,여성미용실,13
주월1동,2915569000,한식/백반/한정식,64,여성미용실,62,커피전문점/카페/다방,42
주월2동,2915570000,한식/백반/한정식,32,여성미용실,18,커피전문점/카페/다방,16
진월동,2915570500,한식/백반/한정식,6,부동산중개,5,발/네일케어,4
효덕동,2915571000,여성미용실,111,한식/백반/한정식,93,커피전문점/카페/다방,74
송암동,2915572000,자동차정비/카센타,62,한식/백반/한정식,49,부동산중개,42
대촌동,2915573000,한식/백반/한정식,32,부동산중개,18,수퍼마켓,13
중흥1동,2917051000,자동차정비/카센타,51,유리/페인트/철물건축자재,37,자동차부품판매,24
중흥2동,2917052000,한식/백반/한정식,42,여성미용실,25,커피전문점/카페/다방,21
중흥3동,2917053000,한식/백반/한정식,43,여성미용실,28,부동산중개,21
중앙동,2917055500,한식/백반/한정식,65,자동차정비/카센타,28,핸드폰소매,23
임동,2917057000,자동차정비/카센타,42,한식/백반/한정식,36,자동차부품판매,18
신안동,2917058000,자동차정비/카센타,71,한식/백반/한정식,66,커피전문점/카페/다방,36
용봉동,2917059000,한식/백반/한정식,270,여성미용실,139,커피전문점/카페/다방,124
운암1동,2917060100,한식/백반/한정식,102,여성미용실,68,부동산중개,42
운암2동,2917060200,한식/백반/한정식,131,여성미용실,52,커피전문점/카페/다방,37
운암3동,2917060300,여성미용실,25,한식/백반/한정식,23,부동산중개,18
동림동,2917061500,여성미용실,47,한식/백반/한정식,37,부동산중개,24
우산동,2917062000,청과물소매,159,한식/백반/한정식,83,일반의류,44
풍향동,2917063500,한식/백반/한정식,30,여성미용실,22,커피전문점/카페/다방,17
문화동,2917065000,청과물소매,67,한식/백반/한정식,48,여성미용실,33
문흥1동,2917065600,한식/백반/한정식,63,여성미용실,44,학원-입시,33
문흥2동,2917065700,여성미용실,37,한식/백반/한정식,31,학원-입시,23
두암1동,2917066100,한식/백반/한정식,38,여성미용실,24,커피전문점/카페/다방,22
두암2동,2917066200,한식/백반/한정식,90,여성미용실,54,부동산중개,31
두암3동,2917066300,한식/백반/한정식,73,여성미용실,45,호프/맥주,31
삼각동,2917066600,한식/백반/한정식,41,여성미용실,38,커피전문점/카페/다방,30
일곡동,2917066900,한식/백반/한정식,104,여성미용실,84,학원-입시,56
매곡동,2917067300,한식/백반/한정식,44,여성미용실,36,학원-입시,27
오치1동,2917067600,한식/백반/한정식,55,여성미용실,24,자동차정비/카센타,22
오치2동,2917067700,한식/백반/한정식,63,여성미용실,40,호프/맥주,27
석곡동,2917068500,한식/백반/한정식,49,커피전문점/카페/다방,13,양품점,9
건국동,2917069500,한식/백반/한정식,117,부동산중개,72,커피전문점/카페/다방,69
양산동,2917069600,한식/백반/한정식,131,여성미용실,84,커피전문점/카페/다방,59
신용동,2917069700,한식/백반/한정식,67,여성미용실,35,커피전문점/카페/다방,31
송정1동,2920051500,한식/백반/한정식,33,여성미용실,16,비만/피부관리,12
송정2동,2920052500,한식/백반/한정식,118,여성미용실,41,커피전문점/카페/다방,37
도산동,2920054000,한식/백반/한정식,65,여성미용실,46,부동산중개,27
신흥동,2920055000,자동차정비/카센타,14,한식/백반/한정식,13,유리/페인트/철물건축자재,8
어룡동,2920056500,한식/백반/한정식,87,커피전문점/카페/다방,62,여성미용실,61
우산동,2920058000,한식/백반/한정식,85,부동산중개,51,여성미용실,44
월곡1동,2920060000,한식/백반/한정식,57,여성미용실,42,호프/맥주,20
월곡2동,2920061000,한식/백반/한정식,70,여성미용실,54,커피전문점/카페/다방,33
비아동,2920062000,자동차정비/카센타,63,한식/백반/한정식,54,부동산중개,36
첨단1동,2920062400,한식/백반/한정식,78,부동산중개,60,커피전문점/카페/다방,38
첨단2동,2920062600,한식/백반/한정식,205,여성미용실,136,부동산중개,124
신가동,2920063000,한식/백반/한정식,89,여성미용실,74,부동산중개,64
운남동,2920063500,여성미용실,69,한식/백반/한정식,54,커피전문점/카페/다방,43
수완동,2920063700,한식/백반/한정식,235,여성미용실,181,부동산중개,171
하남동,2920064000,한식/백반/한정식,111,부동산중개,86,커피전문점/카페/다방,68
임곡동,2920065000,한식/백반/한정식,20,부동산중개,6,유리/페인트/철물건축자재,4
동곡동,2920066000,한식/백반/한정식,17,청과물소매,9,농기구판매,7
평동,2920067000,한식/백반/한정식,52,자동차정비/카센타,23,커피전문점/카페/다방,22
삼도동,2920068000,한식/백반/한정식,17,청과물소매,8,수퍼마켓,7
본량동,2920069000,한식/백반/한정식,10,커피전문점/카페/다방,4,청과물소매,3
신창동,2920070000,한식/백반/한정식,97,여성미용실,87,커피전문점/카페/다방,74
중앙동,3011051500,한식/백반/한정식,113,일반의류,110,종합소매,110
효동,3011053000,한식/백반/한정식,78,여성미용실,55,커피전문점/카페/다방,50
신인동,3011054500,한식/백반/한정식,51,여성미용실,29,부동산중개,16
판암1동,3011055100,한식/백반/한정식,29,여성미용실,28,부동산중개,11
판암2동,3011055200,수퍼마켓,10,한식/백반/한정식,10,여성미용실,7
용운동,3011056000,한식/백반/한정식,90,커피전문점/카페/다방,49,여성미용실,49
대동,3011058500,한식/백반/한정식,56,커피전문점/카페/다방,28,여성미용실,24
자양동,3011059000,한식/백반/한정식,65,여성미용실,36,커피전문점/카페/다방,31
가양1동,3011062000,한식/백반/한정식,59,여성미용실,31,부동산중개,22
가양2동,3011063000,한식/백반/한정식,76,여성미용실,59,커피전문점/카페/다방,37
용전동,3011064000,한식/백반/한정식,77,커피전문점/카페/다방,65,여성미용실,48
성남동,3011066500,한식/백반/한정식,49,여성미용실,32,커피전문점/카페/다방,22
홍도동,3011067000,한식/백반/한정식,46,여성미용실,22,커피전문점/카페/다방,20
삼성동,3011069500,인쇄종합,69,한식/백반/한정식,48,커피전문점/카페/다방,19
대청동,3011072500,한식/백반/한정식,51,정통양식/경양식,5,오리고기전문,5
산내동,3011074000,한식/백반/한정식,50,커피전문점/카페/다방,28,부동산중개,24
은행선화동,3014053500,한식/백반/한정식,151,커피전문점/카페/다방,101,일반의류,84
목동,3014055000,한식/백반/한정식,26,여성미용실,22,부동산중개,20
중촌동,3014056000,한식/백반/한정식,40,여성미용실,37,부동산중개,22
대흥동,3014057500,한식/백반/한정식,160,커피전문점/카페/다방,90,일반의류,42
문창동,3014060500,한식/백반/한정식,61,모텔/여관/여인숙,19,수퍼마켓,15
석교동,3014062000,한식/백반/한정식,45,여성미용실,24,자동차정비/카센타,19
대사동,3014063000,한식/백반/한정식,66,커피전문점/카페/다방,26,수퍼마켓,16
부사동,3014064000,한식/백반/한정식,41,인삼제품판매,19,커피전문점/카페/다방,16
용두동,3014065500,한식/백반/한정식,41,여성미용실,24,부동산중개,14
오류동,3014067000,한식/백반/한정식,83,커피전문점/카페/다방,41,부동산중개,25
태평1동,3014068000,한식/백반/한정식,45,여성미용실,41,부동산중개,15
태평2동,3014069000,한식/백반/한정식,23,부동산중개,19,일반의류,18
유천1동,3014070000,한식/백반/한정식,85,모텔/여관/여인숙,30,여성미용실,22
유천2동,3014071000,한식/백반/한정식,66,여성미용실,35,부동산중개,27
문화1동,3014072000,커피전문점/카페/다방,48,한식/백반/한정식,46,여성미용실,38
문화2동,3014073000,한식/백반/한정식,30,여성미용실,28,부동산중개,15
산성동,3014074000,한식/백반/한정식,97,여성미용실,68,자동차정비/카센타,41
복수동,3017051000,한식/백반/한정식,45,여성미용실,37,커피전문점/카페/다방,29
도마1동,3017052000,한식/백반/한정식,74,여성미용실,57,종합소매,44
도마2동,3017053000,여성미용실,51,한식/백반/한정식,51,부동산중개,30
정림동,3017053500,한식/백반/한정식,39,여성미용실,38,커피전문점/카페/다방,27
변동,3017054000,한식/백반/한정식,46,여성미용실,31,부동산중개,28
용문동,3017055000,한식/백반/한정식,40,여성미용실,35,부동산중개,33
탄방동,3017055500,한식/백반/한정식,133,커피전문점/카페/다방,124,여성미용실,120
괴정동,3017056000,한식/백반/한정식,108,커피전문점/카페/다방,75,여성미용실,72
가장동,3017057000,자동차정비/카센타,23,여성미용실,22,한식/백반/한정식,22
내동,3017057500,여성미용실,45,부동산중개,25,커피전문점/카페/다방,23
갈마1동,3017058100,한식/백반/한정식,79,여성미용실,62,커피전문점/카페/다방,53
갈마2동,3017058200,한식/백반/한정식,85,여성미용실,79,커피전문점/카페/다방,48
월평1동,3017058600,한식/백반/한정식,93,커피전문점/카페/다방,55,여성미용실,42
월평2동,3017058700,한식/백반/한정식,33,커피전문점/카페/다방,30,여성미용실,26
월평3동,3017058800,여성미용실,14,라면김밥분식,9,사진관,7
가수원동,3017059000,한식/백반/한정식,104,커피전문점/카페/다방,96,여성미용실,95
관저1동,3017059600,한식/백반/한정식,48,커피전문점/카페/다방,40,부동산중개,31
관저2동,3017059700,한식/백반/한정식,137,여성미용실,98,커피전문점/카페/다방,91
기성동,3017060000,한식/백반/한정식,31,캠프/별장/펜션,10,청과물소매,10
둔산1동,3017063000,학원-입시,87,한식/백반/한정식,77,커피전문점/카페/다방,68
둔산2동,3017064000,한식/백반/한정식,135,커피전문점/카페/다방,122,여성미용실,83
만년동,3017065000,커피전문점/카페/다방,44,한식/백반/한정식,32,부동산중개,28
둔산3동,3017066000,여성미용실,48,한식/백반/한정식,28,커피전문점/카페/다방,27
진잠동,3020052000,한식/백반/한정식,125,부동산중개,80,커피전문점/카페/다방,72
학하동,3020052600,사업경영상담,12,고객관리대행,6,조립칸막이/파티션,5
상대동,3020052700,부동산중개,6,건물분양-종합,6,사업경영상담,3
온천1동,3020053000,한식/백반/한정식,363,부동산중개,175,커피전문점/카페/다방,139
온천2동,3020054000,한식/백반/한정식,260,커피전문점/카페/다방,181,여성미용실,105
노은1동,3020054600,한식/백반/한정식,82,청과물소매,75,커피전문점/카페/다방,51
노은2동,3020054700,한식/백반/한정식,65,커피전문점/카페/다방,44,부동산중개,37
노은3동,3020054800,한식/백반/한정식,85,여성미용실,74,커피전문점/카페/다방,71
신성동,3020055000,한식/백반/한정식,135,커피전문점/카페/다방,104,여성미용실,40
전민동,3020057000,한식/백반/한정식,113,커피전문점/카페/다방,81,일반의류,76
구즉동,3020058000,한식/백반/한정식,79,여성미용실,58,부동산중개,39
관평동,3020060000,한식/백반/한정식,180,커피전문점/카페/다방,96,부동산중개,49
원신흥동,3020061000,한식/백반/한정식,95,여성미용실,94,부동산중개,77
오정동,3023051000,한식/백반/한정식,117,청과물소매,83,종합소매,77
대화동,3023052000,한식/백반/한정식,43,유리/페인트/철물건축자재,24,자동차정비/카센타,18
회덕동,3023052500,한식/백반/한정식,50,자동차정비/카센타,43,여성미용실,24
비래동,3023053300,한식/백반/한정식,59,여성미용실,41,부동산중개,22
송촌동,3023054300,한식/백반/한정식,83,여성미용실,68,학원-입시,43
중리동,3023054600,한식/백반/한정식,100,여성미용실,81,커피전문점/카페/다방,43
신탄진동,3023055000,한식/백반/한정식,104,커피전문점/카페/다방,42,모텔/여관/여인숙,40
석봉동,3023056000,한식/백반/한정식,60,여성미용실,43,부동산중개,14
덕암동,3023057000,한식/백반/한정식,57,자동차정비/카센타,48,커피전문점/카페/다방,30
목상동,3023058000,한식/백반/한정식,48,자동차정비/카센타,21,여성미용실,17
법1동,3023060000,여성미용실,17,후라이드/양념치킨,11,부동산중개,8
법2동,3023061000,한식/백반/한정식,27,여성미용실,23,일반의류,16
학성동,3111051000,일반가구소매,52,한식/백반/한정식,46,여성미용실,17
반구1동,3111052000,한식/백반/한정식,56,여성미용실,47,커피전문점/카페/다방,26
반구2동,3111053000,한식/백반/한정식,40,여성미용실,30,학원-입시,24
복산1동,3111054000,여성미용실,11,한식/백반/한정식,9,부동산중개,6
복산2동,3111055000,한식/백반/한정식,22,커피전문점/카페/다방,22,여성미용실,20
중앙동,3111058500,일반의류,103,한식/백반/한정식,103,여성미용실,82
우정동,3111059000,한식/백반/한정식,54,여성미용실,40,부동산중개,32
태화동,3111060000,한식/백반/한정식,76,커피전문점/카페/다방,66,여성미용실,63
다운동,3111061000,한식/백반/한정식,63,여성미용실,42,갈비/삼겹살,26
병영1동,3111062000,한식/백반/한정식,91,여성미용실,53,커피전문점/카페/다방,29
병영2동,3111063000,여성미용실,52,한식/백반/한정식,45,커피전문점/카페/다방,21
약사동,3111064000,한식/백반/한정식,16,커피전문점/카페/다방,14,부동산중개,9
성안동,3111065000,한식/백반/한정식,63,커피전문점/카페/다방,47,여성미용실,41
신정1동,3114051000,한식/백반/한정식,105,여성미용실,58,룸살롱/단란주점,33
신정2동,3114052000,부동산중개,83,한식/백반/한정식,79,여성미용실,68
신정3동,3114053000,한식/백반/한정식,60,여성미용실,56,부동산중개,37
신정4동,3114054000,한식/백반/한정식,57,여성미용실,49,부동산중개,37
신정5동,3114055000,한식/백반/한정식,46,커피전문점/카페/다방,29,여성미용실,24
달동,3114056000,한식/백반/한정식,163,여성미용실,95,부동산중개,71
삼산동,3114057000,한식/백반/한정식,439,커피전문점/카페/다방,256,여성미용실,198
삼호동,3114058500,한식/백반/한정식,56,여성미용실,39,커피전문점/카페/다방,37
무거동,3114059500,한식/백반/한정식,127,여성미용실,106,커피전문점/카페/다방,88
옥동,3114060000,학원-입시,123,커피전문점/카페/다방,72,한식/백반/한정식,59
대현동,3114062500,부동산중개,57,여성미용실,55,한식/백반/한정식,38
수암동,3114063500,여성미용실,33,한식/백반/한정식,29,부동산중개,27
선암동,3114064000,한식/백반/한정식,43,자동차정비/카센타,37,커피전문점/카페/다방,16
야음장생포동,3114067000,한식/백반/한정식,99,자동차정비/카센타,32,수퍼마켓,25
방어동,3117051000,한식/백반/한정식,96,여성미용실,70,커피전문점/카페/다방,70
일산동,3117052000,한식/백반/한정식,76,커피전문점/카페/다방,43,호프/맥주,27
화정동,3117053000,한식/백반/한정식,38,여성미용실,38,커피전문점/카페/다방,18
대송동,3117054000,한식/백반/한정식,29,여성미용실,26,라면김밥분식,22
전하1동,3117055000,한식/백반/한정식,39,구내식당/자급식음식점,26,여성미용실,21
전하2동,3117056000,한식/백반/한정식,34,커피전문점/카페/다방,33,여성미용실,33
남목1동,3117058000,한식/백반/한정식,41,여성미용실,21,호프/맥주,18
남목2동,3117059000,한식/백반/한정식,31,룸살롱/단란주점,19,여성의류전문점,17
남목3동,3117060000,커피전문점/카페/다방,27,한식/백반/한정식,21,횟집,20
농소1동,3120051000,한식/백반/한정식,135,여성미용실,70,커피전문점/카페/다방,64
농소2동,3120052000,여성미용실,62,한식/백반/한정식,61,커피전문점/카페/다방,48
농소3동,3120053000,한식/백반/한정식,50,여성미용실,45,학원-입시,45
강동동,3120054000,한식/백반/한정식,94,커피전문점/카페/다방,80,횟집,62
효문동,3120056000,한식/백반/한정식,125,자동차정비/카센타,80,커피전문점/카페/다방,66
송정동,3120057000,한식/백반/한정식,61,커피전문점/카페/다방,50,여성미용실,45
양정동,3120058000,여성미용실,21,한식/백반/한정식,15,커피전문점/카페/다방,11
염포동,3120059000,한식/백반/한정식,20,여성미용실,17,라면김밥분식,13
온산읍,3171025000,한식/백반/한정식,133,여성미용실,50,편의점,45
언양읍,3171025300,한식/백반/한정식,132,커피전문점/카페/다방,79,여성미용실,67
온양읍,3171025600,한식/백반/한정식,130,여성미용실,57,커피전문점/카페/다방,49
범서읍,3171025900,한식/백반/한정식,146,커피전문점/카페/다방,96,여성미용실,83
청량읍,3171026200,한식/백반/한정식,94,커피전문점/카페/다방,37,자동차정비/카센타,29
삼남읍,3171026500,한식/백반/한정식,115,부동산중개,64,커피전문점/카페/다방,38
서생면,3171031000,한식/백반/한정식,96,커피전문점/카페/다방,50,횟집,44
웅촌면,3171034000,한식/백반/한정식,62,부동산중개,19,편의점,16
두동면,3171036000,갈비/삼겹살,52,한식/백반/한정식,49,커피전문점/카페/다방,28
두서면,3171037000,한식/백반/한정식,19,갈비/삼겹살,6,여성미용실,5
상북면,3171038000,한식/백반/한정식,119,모텔/여관/여인숙,43,커피전문점/카페/다방,31
삼동면,3171040000,한식/백반/한정식,22,청과물소매,14,커피전문점/카페/다방,10
조치원읍,3611025000,한식/백반/한정식,291,여성미용실,125,커피전문점/카페/다방,119
연기면,3611031000,부동산중개,22,한식/백반/한정식,21,편의점,7
연동면,3611032000,한식/백반/한정식,25,부동산중개,19,청과물소매,15
부강면,3611033000,한식/백반/한정식,47,부동산중개,22,커피전문점/카페/다방,15
금남면,3611034000,한식/백반/한정식,78,부동산중개,57,커피전문점/카페/다방,37
장군면,3611035000,한식/백반/한정식,73,부동산중개,63,커피전문점/카페/다방,28
연서면,3611036000,한식/백반/한정식,52,부동산중개,36,커피전문점/카페/다방,23
전의면,3611037000,한식/백반/한정식,68,커피전문점/카페/다방,21,여성미용실,19
전동면,3611038000,한식/백반/한정식,19,청과물소매,15,부동산중개,7
소정면,3611039000,한식/백반/한정식,30,커피전문점/카페/다방,9,제과점,9
한솔동,3611051000,부동산중개,96,한식/백반/한정식,25,커피전문점/카페/다방,20
새롬동,3611051500,한식/백반/한정식,120,부동산중개,117,커피전문점/카페/다방,78
도담동,3611052000,한식/백반/한정식,124,커피전문점/카페/다방,91,부동산중개,73
해밀동,3611052500,학원-외국어/어학,3,꽃집/꽃배달,2,학원(종합),2
아름동,3611053000,커피전문점/카페/다방,42,한식/백반/한정식,26,부동산중개,21
종촌동,3611054000,부동산중개,29,커피전문점/카페/다방,22,여성미용실,22
고운동,3611055000,부동산중개,57,커피전문점/카페/다방,31,한식/백반/한정식,27
소담동,3611055500,커피전문점/카페/다방,43,부동산중개,36,한식/백반/한정식,19
반곡동,3611055600,사업경영상담,10,부동산중개,6,학원-외국어/어학,5
보람동,3611056000,부동산중개,36,커피전문점/카페/다방,31,한식/백반/한정식,18
대평동,3611057000,부동산중개,16,커피전문점/카페/다방,7,학원-기타,6
다정동,3611058000,부동산중개,20,학원-기타,16,학원-외국어/어학,9
파장동,4111156000,한식/백반/한정식,78,부동산중개,67,여성미용실,47
율천동,4111156600,한식/백반/한정식,84,여성미용실,81,커피전문점/카페/다방,74
정자1동,4111157100,여성미용실,42,한식/백반/한정식,27,부동산중개,27
정자2동,4111157200,여성미용실,72,한식/백반/한정식,61,부동산중개,57
정자3동,4111157300,학원-입시,70,한식/백반/한정식,64,여성미용실,63
영화동,4111158000,한식/백반/한정식,110,여성미용실,78,부동산중개,55
송죽동,4111159100,한식/백반/한정식,81,여성미용실,49,커피전문점/카페/다방,49
조원1동,4111159700,여성미용실,62,한식/백반/한정식,60,부동산중개,38
조원2동,4111159800,여성미용실,25,일반의류,21,커피전문점/카페/다방,20
연무동,4111160000,한식/백반/한정식,70,여성미용실,50,커피전문점/카페/다방,28
세류1동,4111352000,여성미용실,23,부동산중개,18,한식/백반/한정식,13
세류2동,4111353000,한식/백반/한정식,68,부동산중개,51,여성미용실,48
세류3동,4111354000,여성미용실,60,한식/백반/한정식,52,부동산중개,46
평동,4111355000,한식/백반/한정식,117,중고자동차판매,85,커피전문점/카페/다방,83
서둔동,4111356000,여성미용실,89,한식/백반/한정식,89,부동산중개,64
구운동,4111365000,한식/백반/한정식,72,여성미용실,44,부동산중개,41
금곡동,4111366200,한식/백반/한정식,95,커피전문점/카페/다방,77,여성미용실,71
호매실동,4111366400,커피전문점/카페/다방,43,한식/백반/한정식,41,여성미용실,37
권선1동,4111367000,한식/백반/한정식,154,여성미용실,71,부동산중개,69
권선2동,4111368000,여성미용실,79,한식/백반/한정식,55,부동산중개,47
곡선동,4111369000,한식/백반/한정식,104,여성미용실,76,부동산중개,65
입북동,4111370000,여성미용실,31,한식/백반/한정식,26,부동산중개,15
매교동,4111565000,한식/백반/한정식,30,부동산중개,30,커피전문점/카페/다방,18
매산동,4111566000,한식/백반/한정식,134,커피전문점/카페/다방,89,일반의류,77
고등동,4111567000,부동산중개,46,한식/백반/한정식,40,커피전문점/카페/다방,34
화서1동,4111568000,여성미용실,69,한식/백반/한정식,61,부동산중개,55
화서2동,4111569000,여성미용실,49,부동산중개,39,한식/백반/한정식,34
지동,4111570000,한식/백반/한정식,52,여성미용실,29,부동산중개,20
우만1동,4111571000,한식/백반/한정식,58,여성미용실,53,부동산중개,46
우만2동,4111572000,부동산중개,49,여성미용실,35,커피전문점/카페/다방,32
