행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
상동면,4825036000,한식/백반/한정식,66,자동차정비/카센타,14,목제품판매,13
대동면,4825037000,한식/백반/한정식,40,부동산중개,34,커피전문점/카페/다방,13
동상동,4825051000,커피전문점/카페/다방,20,한식/백반/한정식,16,수퍼마켓,15
회현동,4825052000,한식/백반/한정식,51,커피전문점/카페/다방,50,여성미용실,32
부원동,4825053000,한식/백반/한정식,62,커피전문점/카페/다방,42,룸살롱/단란주점,33
내외동,4825054000,여성미용실,185,한식/백반/한정식,185,부동산중개,125
북부동,4825055000,한식/백반/한정식,149,여성미용실,116,커피전문점/카페/다방,115
칠산서부동,4825056500,한식/백반/한정식,38,부동산중개,29,자동차정비/카센타,25
활천동,4825058000,한식/백반/한정식,123,여성미용실,109,부동산중개,63
삼안동,4825059000,한식/백반/한정식,99,여성미용실,84,커피전문점/카페/다방,46
불암동,4825060000,부동산중개,22,한식/백반/한정식,21,커피전문점/카페/다방,14
장유1동,4825061000,한식/백반/한정식,83,커피전문점/카페/다방,76,부동산중개,67
장유2동,4825062000,한식/백반/한정식,149,부동산중개,77,커피전문점/카페/다방,75
장유3동,4825063000,커피전문점/카페/다방,142,한식/백반/한정식,140,부동산중개,135
삼랑진읍,4827025000,한식/백반/한정식,70,횟집,16,부동산중개,16
하남읍,4827025300,한식/백반/한정식,58,청과물소매,24,커피전문점/카페/다방,18
부북면,4827031000,한식/백반/한정식,41,편의점,10,커피전문점/카페/다방,9
상동면,4827032000,한식/백반/한정식,15,청과물소매,6,수퍼마켓,5
산외면,4827033000,한식/백반/한정식,29,커피전문점/카페/다방,14,부동산중개,6
산내면,4827034000,꽃집/꽃배달,62,한식/백반/한정식,44,캠프/별장/펜션,21
단장면,4827035000,한식/백반/한정식,78,캠프/별장/펜션,47,민박/하숙,23
상남면,4827036000,한식/백반/한정식,32,청과물소매,14,자동차정비/카센타,10
초동면,4827037000,한식/백반/한정식,27,후라이드/양념치킨,7,청과물소매,6
무안면,4827038000,한식/백반/한정식,31,커피전문점/카페/다방,14,시장/종합상가,6
청도면,4827039000,한식/백반/한정식,12,중국음식/중국집,4,청과물소매,4
내일동,4827051000,여성미용실,45,한식/백반/한정식,43,일반의류,42
내이동,4827052000,한식/백반/한정식,163,커피전문점/카페/다방,65,여성미용실,48
삼문동,4827053000,한식/백반/한정식,103,여성미용실,46,커피전문점/카페/다방,43
가곡동,4827054000,한식/백반/한정식,44,커피전문점/카페/다방,25,편의점,15
교동,4827055000,한식/백반/한정식,18,부동산중개,10,여성미용실,7
일운면,4831031000,민박/하숙,67,캠프/별장/펜션,66,한식/백반/한정식,65
동부면,4831032000,캠프/별장/펜션,49,한식/백반/한정식,46,횟집,28
남부면,4831033000,횟집,42,캠프/별장/펜션,30,민박/하숙,26
거제면,4831034000,한식/백반/한정식,36,커피전문점/카페/다방,31,여성미용실,20
둔덕면,4831035000,한식/백반/한정식,12,커피전문점/카페/다방,5,청과물소매,4
사등면,4831036000,한식/백반/한정식,39,커피전문점/카페/다방,31,수산물소매,22
연초면,4831037000,한식/백반/한정식,36,자동차정비/카센타,18,편의점,15
하청면,4831038000,캠프/별장/펜션,24,커피전문점/카페/다방,20,한식/백반/한정식,15
장목면,4831039000,한식/백반/한정식,53,캠프/별장/펜션,40,커피전문점/카페/다방,38
장승포동,4831051000,한식/백반/한정식,57,커피전문점/카페/다방,23,편의점,17
능포동,4831053000,한식/백반/한정식,33,여성미용실,23,룸살롱/단란주점,17
아주동,4831054000,한식/백반/한정식,66,여성미용실,45,커피전문점/카페/다방,28
옥포1동,4831055000,한식/백반/한정식,67,룸살롱/단란주점,32,여성미용실,32
옥포2동,4831056000,여성미용실,75,한식/백반/한정식,70,커피전문점/카페/다방,29
장평동,4831057000,한식/백반/한정식,100,여성미용실,55,호프/맥주,39
고현동,4831058000,한식/백반/한정식,190,여성미용실,137,커피전문점/카페/다방,84
상문동,4831059000,한식/백반/한정식,69,여성미용실,47,부동산중개,33
수양동,4831060000,한식/백반/한정식,33,커피전문점/카페/다방,27,여성미용실,26
물금읍,4833025300,한식/백반/한정식,359,커피전문점/카페/다방,248,부동산중개,217
동면,4833031000,한식/백반/한정식,97,커피전문점/카페/다방,81,부동산중개,80
원동면,4833032000,한식/백반/한정식,75,캠프/별장/펜션,41,커피전문점/카페/다방,20
상북면,4833033000,한식/백반/한정식,75,부동산중개,30,커피전문점/카페/다방,27
하북면,4833034000,한식/백반/한정식,126,커피전문점/카페/다방,38,모텔/여관/여인숙,28
중앙동,4833051000,한식/백반/한정식,81,여성미용실,36,커피전문점/카페/다방,34
양주동,4833051500,한식/백반/한정식,87,여성미용실,62,커피전문점/카페/다방,56
삼성동,4833052000,한식/백반/한정식,74,일반가전제품,48,여성미용실,38
강서동,4833053000,한식/백반/한정식,29,편의점,19,커피전문점/카페/다방,17
서창동,4833054000,한식/백반/한정식,150,여성미용실,87,부동산중개,53
소주동,4833055000,한식/백반/한정식,34,커피전문점/카페/다방,24,부동산중개,19
평산동,4833056000,한식/백반/한정식,91,여성미용실,54,부동산중개,42
덕계동,4833057000,한식/백반/한정식,71,여성미용실,44,커피전문점/카페/다방,29
의령읍,4872025000,한식/백반/한정식,87,커피전문점/카페/다방,33,여성미용실,28
가례면,4872031000,한식/백반/한정식,5,청과물소매,4,기타고기요리,2
칠곡면,4872032000,한식/백반/한정식,10,청과물소매,6,커피전문점/카페/다방,5
대의면,4872033000,청과물소매,10,한식/백반/한정식,8,수퍼마켓,4
화정면,4872034000,청과물소매,9,한정식전문,2,한식/백반/한정식,2
용덕면,4872035000,청과물소매,9,한식/백반/한정식,3,여성미용실,1
정곡면,4872036000,한식/백반/한정식,7,청과물소매,3,호프/맥주,2
지정면,4872037000,청과물소매,10,한식/백반/한정식,4,자동차정비/카센타,3
낙서면,4872038000,청과물소매,3,정육점,1,게이트볼장,1
부림면,4872039000,한식/백반/한정식,35,청과물소매,22,커피전문점/카페/다방,17
봉수면,4872040000,청과물소매,9,한식/백반/한정식,5,남성미용실,2
궁류면,4872041500,청과물소매,8,한식/백반/한정식,5,수퍼마켓,3
유곡면,4872042000,청과물소매,9,한식/백반/한정식,7,커피전문점/카페/다방,5
가야읍,4873025000,한식/백반/한정식,103,여성미용실,50,커피전문점/카페/다방,31
칠원읍,4873025300,한식/백반/한정식,46,여성미용실,24,수퍼마켓,21
함안면,4873031000,한식/백반/한정식,9,커피전문점/카페/다방,7,꽃집/꽃배달,6
군북면,4873032000,한식/백반/한정식,52,수퍼마켓,21,커피전문점/카페/다방,18
법수면,4873033000,한식/백반/한정식,39,수퍼마켓,10,청과물소매,8
대산면,4873034000,한식/백반/한정식,21,청과물소매,12,커피전문점/카페/다방,11
칠서면,4873035000,한식/백반/한정식,40,자동차정비/카센타,14,타이어판매,11
칠북면,4873036000,한식/백반/한정식,11,청과물소매,9,수퍼마켓,6
산인면,4873038000,한식/백반/한정식,28,모텔/여관/여인숙,11,음식점-일식,5
여항면,4873039000,한식/백반/한정식,9,청과물소매,6,커피전문점/카페/다방,2
창녕읍,4874025000,한식/백반/한정식,122,여성미용실,50,커피전문점/카페/다방,35
남지읍,4874025300,한식/백반/한정식,88,여성미용실,41,커피전문점/카페/다방,37
고암면,4874031000,한식/백반/한정식,10,청과물소매,5,식료품점,4
성산면,4874032000,한식/백반/한정식,10,청과물소매,5,커피전문점/카페/다방,4
대합면,4874033000,한식/백반/한정식,29,커피전문점/카페/다방,27,청과물소매,19
이방면,4874034000,커피전문점/카페/다방,16,청과물소매,12,한식/백반/한정식,9
유어면,4874035000,청과물소매,13,한식/백반/한정식,6,종합소매,4
대지면,4874036000,청과물소매,17,한식/백반/한정식,11,커피전문점/카페/다방,5
계성면,4874037000,한식/백반/한정식,27,커피전문점/카페/다방,11,청과물소매,9
영산면,4874038000,한식/백반/한정식,58,커피전문점/카페/다방,23,여성미용실,20
장마면,4874039000,청과물소매,9,한식/백반/한정식,8,기타고기요리,2
도천면,4874040000,한식/백반/한정식,12,자동차정비/카센타,8,청과물소매,8
길곡면,4874041000,한식/백반/한정식,6,청과물소매,6,커피전문점/카페/다방,3
부곡면,4874042000,한식/백반/한정식,67,커피전문점/카페/다방,29,갈비/삼겹살,18
고성읍,4882025000,한식/백반/한정식,185,여성미용실,81,커피전문점/카페/다방,58
삼산면,4882031000,횟집,8,수산물소매,6,한식/백반/한정식,6
하일면,4882032000,수산물소매,12,한식/백반/한정식,9,청과물소매,9
하이면,4882033000,한식/백반/한정식,30,캠프/별장/펜션,9,편의점,9
상리면,4882034000,한식/백반/한정식,14,청과물소매,7,주유소,6
대가면,4882035000,청과물소매,5,고속도로휴게소,5,커피전문점/카페/다방,4
영현면,4882036000,한식/백반/한정식,4,청과물소매,3,유리창호,2
영오면,4882037000,청과물소매,9,한식/백반/한정식,9,모텔/여관/여인숙,4
개천면,4882038000,한식/백반/한정식,9,수퍼마켓,2,두부요리전문,2
구만면,4882039000,청과물소매,7,커피전문점/카페/다방,2,한식/백반/한정식,2
회화면,4882040000,한식/백반/한정식,53,커피전문점/카페/다방,20,횟집,19
마암면,4882041000,청과물소매,12,한식/백반/한정식,11,횟집,7
동해면,4882042000,한식/백반/한정식,19,횟집,13,부동산중개,8
거류면,4882043000,한식/백반/한정식,23,청과물소매,12,커피전문점/카페/다방,8
남해읍,4884025000,한식/백반/한정식,94,여성미용실,54,커피전문점/카페/다방,42
이동면,4884031000,한식/백반/한정식,25,청과물소매,13,민박/하숙,13
상주면,4884032000,한식/백반/한정식,23,캠프/별장/펜션,14,민박/하숙,14
삼동면,4884033000,한식/백반/한정식,70,커피전문점/카페/다방,40,캠프/별장/펜션,30
미조면,4884034000,한식/백반/한정식,41,모텔/여관/여인숙,24,민박/하숙,20
남면,4884035000,캠프/별장/펜션,54,한식/백반/한정식,37,민박/하숙,34
서면,4884036000,한식/백반/한정식,20,민박/하숙,12,캠프/별장/펜션,11
고현면,4884037000,한식/백반/한정식,14,청과물소매,10,시장/종합상가,6
설천면,4884038000,횟집,25,한식/백반/한정식,12,수산물소매,9
창선면,4884039000,한식/백반/한정식,28,커피전문점/카페/다방,25,모텔/여관/여인숙,17
하동읍,4885025000,한식/백반/한정식,84,여성미용실,28,자동차정비/카센타,21
화개면,4885031000,한식/백반/한정식,89,민박/하숙,44,전통찻집/인삼찻집,33
악양면,4885032000,한식/백반/한정식,24,청과물소매,23,커피전문점/카페/다방,10
적량면,4885033000,한식/백반/한정식,11,조명기구/전기용품,3,청과물소매,3
횡천면,4885034000,한식/백반/한정식,18,커피전문점/카페/다방,6,청과물소매,6
고전면,4885035000,한식/백반/한정식,22,재첩국전문,12,모텔/여관/여인숙,11
금남면,4885036000,횟집,41,한식/백반/한정식,29,수퍼마켓,11
진교면,4885037000,한식/백반/한정식,35,커피전문점/카페/다방,21,여성미용실,18
양보면,4885038000,청과물소매,6,후라이드/양념치킨,4,한식/백반/한정식,4
북천면,4885039000,한식/백반/한정식,13,청과물소매,9,수퍼마켓,3
청암면,4885040000,한식/백반/한정식,49,민박/하숙,15,학원-서당,10
옥종면,4885041000,한식/백반/한정식,31,청과물소매,22,커피전문점/카페/다방,7
금성면,4885042000,한식/백반/한정식,23,횟집,11,음식점-일식,8
산청읍,4886025000,한식/백반/한정식,49,커피전문점/카페/다방,17,캠프/별장/펜션,14
차황면,4886031000,청과물소매,14,한식/백반/한정식,5,수퍼마켓,4
오부면,4886032000,청과물소매,3,욕탕업-종합,2,수퍼마켓,2
생초면,4886033000,한식/백반/한정식,19,후라이드/양념치킨,6,커피전문점/카페/다방,5
금서면,4886034000,한식/백반/한정식,39,청과물소매,15,커피전문점/카페/다방,12
삼장면,4886035000,청과물소매,17,한식/백반/한정식,16,민박/하숙,8
시천면,4886036000,한식/백반/한정식,69,청과물소매,40,캠프/별장/펜션,23
단성면,4886037000,한식/백반/한정식,43,청과물소매,24,민박/하숙,15
신안면,4886038000,한식/백반/한정식,59,갈비/삼겹살,18,커피전문점/카페/다방,18
생비량면,4886039000,청과물소매,11,모텔/여관/여인숙,9,한식/백반/한정식,9
신등면,4886040000,한식/백반/한정식,12,청과물소매,5,후라이드/양념치킨,4
함양읍,4887025000,한식/백반/한정식,121,여성미용실,47,커피전문점/카페/다방,31
마천면,4887031000,한식/백반/한정식,56,캠프/별장/펜션,23,민박/하숙,21
휴천면,4887032000,한식/백반/한정식,12,청과물소매,11,민박/하숙,6
유림면,4887033000,청과물소매,5,꽃집/꽃배달,3,갈비/삼겹살,2
수동면,4887034000,한식/백반/한정식,21,청과물소매,11,커피전문점/카페/다방,7
